page,2013-04 pi,2013-04 pv,2013-05 pi,2013-05 pv,2013-06 pi,2013-06 pv,2013-07 pi,2013-07 pv,2013-08 pi,2013-08 pv,2013-09 pi,2013-09 pv,2013-10 pi,2013-10 pv,2013-11 pi,2013-11 pv,2013-12 pi,2013-12 pv,2014-01 pi,2014-01 pv,2014-02 pi,2014-02 pv,2014-03 pi,2014-03 pv,2014-04 pi,2014-04 pv,2014-05 pi,2014-05 pv,2014-06 pi,2014-06 pv,2014-07 pi,2014-07 pv,2014-08 pi,2014-08 pv,2014-09 pi,2014-09 pv,2014-10 pi,2014-10 pv,2014-11 pi,2014-11 pv,2014-12 pi,2014-12 pv,2015-01 pi,2015-01 pv,2015-02 pi,2015-02 pv,2015-03 pi,2015-03 pv,2015-04 pi,2015-04 pv,2015-05 pi,2015-05 pv,2015-06 pi,2015-06 pv,2015-07 pi,2015-07 pv,2015-08 pi,2015-08 pv,2015-09 pi,2015-09 pv,2015-10 pi,2015-10 pv,2015-11 pi,2015-11 pv,2015-12 pi,2015-12 pv,2016-01 pi,2016-01 pv,2016-02 pi,2016-02 pv,2016-03 pi,2016-03 pv,2016-04 pi,2016-04 pv,2016-05 pi,2016-05 pv,2016-06 pi,2016-06 pv,2016-07 pi,2016-07 pv,2016-08 pi,2016-08 pv,2016-09 pi,2016-09 pv,2016-10 pi,2016-10 pv,2016-11 pi,2016-11 pv,2016-12 pi,2016-12 pv,2017-01 pi,2017-01 pv,2017-02 pi,2017-02 pv,2017-03 pi,2017-03 pv,2017-04 pi,2017-04 pv,2017-05 pi,2017-05 pv,2017-06 pi,2017-06 pv,2017-07 pi,2017-07 pv,2017-08 pi,2017-08 pv,2017-09 pi,2017-09 pv,2017-10 pi,2017-10 pv,2017-11 pi,2017-11 pv,2017-12 pi,2017-12 pv,2018-01 pi,2018-01 pv,2018-02 pi,2018-02 pv,2018-03 pi,2018-03 pv,2018-04 pi,2018-04 pv,2018-05 pi,2018-05 pv,2018-06 pi,2018-06 pv,2018-07 pi,2018-07 pv,2018-08 pi,2018-08 pv,2018-09 pi,2018-09 pv,2018-10 pi,2018-10 pv,2018-11 pi,2018-11 pv,2018-12 pi,2018-12 pv,2019-01 pi,2019-01 pv,2019-02 pi,2019-02 pv,2019-03 pi,2019-03 pv,2019-04 pi,2019-04 pv,2019-05 pi,2019-05 pv,2019-06 pi,2019-06 pv,2019-07 pi,2019-07 pv,2019-08 pi,2019-08 pv,2019-09 pi,2019-09 pv,2019-10 pi,2019-10 pv
gesundheitsberichterstattung-berlin-gesundheitsindikator-389-gestorbene-infolge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
grundwassermessstellen-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,,,2,2,,,,,,,1,1,5,5,6,5,5,5,,,1,1,6,5,8,8,6,4,3,3,,,1,1,1,1,3,3,2,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
breitbandversorgung-drahtlose-technologien-privatverf%C3%BCgbarkeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,16,14,1,1,,,2,2,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,
verkehr-und-personenaufkommen-am-ernst-reuter-platz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,24,65,54,69,61,21,18,16,14,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
rieselfelder-umweltatlas-wms-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
standardlastprofil-landwirtschaftsbetriebe-2014-berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
flurabstand-des-grundwassers-2009-differenziert-umweltatlas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,1,3,1,,,,,,,,,,,,,2,2,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,
digitale-farbige-orthophotos-2010-dop20rgb-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,,,2,2,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
einwohnerinnen-und-einwohner-berlin-lor-planungsr%C3%A4umen-nach-wohndauer-am-31122009,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,1,2,2,1,1,1,1,3,3,,,1,1,2,2,,,1,1,3,1,,,,,,,4,3,,,1,1,2,2,,,1,1,1,1,,,1,1,3,3,2,2,2,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,
sozialstatistisches-berichtswesen-berlin-statistische-kurzinformationen-hilfe-zur-pflege,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
begr%C3%A4bnisorte-der-opfer-von-krieg-und-gewaltherrschaft-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
gesundheitsberichterstattung-berlin-kontext-basisbericht-gbe-berlin-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,
strom-und-w%C3%A4rmeerzeugung-aus-kwk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,2,2,,,4,3,,,1,1,1,1,,,,,,,,,,,,,,,,,,
bezirkshaushaltsplan-20182019-tempelhof-sch%C3%B6neberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,11,11,8,6,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
liste-der-h%C3%A4ufigen-vornamen-2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,1,1,,,,,,,,,1,1,1,1,,,,,,,2,2,,,1,1,,,,,,,,,,,,,,,,,,
gr%C3%BCn-und-freifl%C3%A4chenbestand-2010-umweltatlas-wms-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
breitbandverf%C3%BCgbarkeit-auf-der-basis-von-gewerbekunden-produkten-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,1,,,,,,,2,2,,,1,1,,,,,,,,,,,,,,,,,,
bodengesellschaften-2010-umweltatlas-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,
gesundheitsberichterstattung-berlin-umweltbezogener-gesundheitsschutz-und-2,,,,,,,,,,,,,,,,,,,,,4,3,3,3,1,1,,,,,,,,,,,,,,,1,1,4,2,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,1,1,1,1,,,1,1,2,2,,,1,1,,,,,,,2,2,1,1,1,1,,,,,,,2,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
gesundheitsberichterstattung-berlin-gesundheitsindikator-84-besch%C3%A4ftigte-im,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
gr%C3%BCndungen-f%C3%BCr-opendata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,34,5,5,19,17,24,18,22,22,48,43,16,16,13,11,60,47,40,31,17,16,6,5,9,8,2,2,1,1,4,3,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
geb%C3%A4ude-und-vegetationsh%C3%B6hen-20092010-umweltatlas-wms-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,,,1,1,,,,,,,,,,,,,,,,,,
vbb-fahrplandaten-oktober-2017-bis-dezember-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,156,74,65,7,7,5,5,,,,,,,5,4,2,2,1,1,,,1,1,2,2,,,,,1,1,,,,,,,,,,,,,,,,,,
blockkarte-1-50000-isu50-raumbezug-umweltatlas-2010-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
lebensraumfunktion-f%C3%BCr-naturnahe-seltene-pflanzengesellschaften-2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,
investitionspakt-soziale-integration-im-quartier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,6,4,2,2,3,3,1,1,,,,,,,,,,,,,,,,,,
glossar-zu-daten-f%C3%BCr-energyhack-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,8,4,2,2,2,2,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,
berliner-und-brandenburger-volks-und-stra%C3%9Fenfeste-2013,406,308,409,339,116,96,151,114,190,138,199,170,212,166,35,31,8,8,14,14,16,13,44,40,79,60,112,94,107,83,159,125,98,77,54,47,57,47,19,19,1,1,1,1,,,,,1,1,,,,,,,,,,,,,3,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,
bezirkshaushaltsplan-friedrichshain-kreuzberg-20122013-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
f%C3%B6rderkulisse-aktive-zentren-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,3,5,5,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,
blockkarte-1-50000-isu50-raumbezug-umweltatlas-2005-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,
luftbilder-1928-ma%C3%9Fstab-14-000-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,6,4,8,7,16,13,17,15,23,22,16,15,32,29,12,11,25,20,20,17,26,26,32,29,23,20,29,23,56,47,21,18,36,33,22,19,20,17,31,29,38,32,45,41,48,43,71,60,,,,,,,,,,,,,,,,,,,,,,,,
mokib-modulare-kita-bauten-f%C3%BCr-berlin-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,8,8,23,21,,,,,,,,,,,,,,,,,,,,,,,,
liste-der-verbannten-b%C3%BCcher,,,,,23,20,810,662,67,57,42,40,38,31,35,31,13,11,28,23,17,15,78,73,205,158,107,89,73,60,166,133,38,32,34,31,134,85,110,88,66,51,83,71,74,64,95,81,148,124,95,79,68,57,78,65,64,55,49,41,37,32,39,34,47,46,55,44,39,34,49,43,52,37,30,25,40,33,46,39,24,18,26,21,24,19,48,33,24,20,30,27,18,17,24,20,44,22,25,19,29,23,24,20,20,17,22,14,27,18,13,12,13,12,29,20,30,18,20,18,30,19,24,20,21,19,18,14,31,20,12,11,20,16,,,,,,,,,,,,,,,,,,,,,,,,
existierende-bodennutzung-2015-im-inspire-datenmodell-atom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,16,,,,,,,,,,,,,,,,,,,,,,,,
adressen-im-inspire-datenmodell-atom-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,3,15,12,,,,,,,,,,,,,,,,,,,,,,,,
f%C3%B6rderkulisse-aktive-zentren-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,9,8,2,1,3,2,1,1,,,,,,,,,,,,,1,1,,,1,1,,,,,,,,,,,1,1,2,2,,,8,7,,,,,,,,,,,,,,,,,,,,,,,,
berlin-zoom-wms-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,
genehmigungsbed%C3%BCrftige-anlagennebenanlagen-nach-%C2%A7-4-bimschg-umweltatlas-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,5,1,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,
st%C3%A4dtebauliche-dichte-geschossfl%C3%A4chenzahl-gfz-2015-lor-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,6,6,,,4,4,6,6,,,,,,,,,,,,,,,,,,,,,,,,
strat-l%C3%A4rmkarte-fassadenpegel-l%C3%A4rmbeeinflu%C3%9Ften-wohngeb%C3%A4uden-2017-ua-atom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1,1,1,1,3,3,6,5,5,5,2,2,6,5,,,,,,,,,,,,,,,,,,,,,,,,
flurst%C3%BCcke-im-inspire-datenmodell-atom-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,
vbb-fahrplandaten-api,96,87,160,135,101,88,63,55,61,55,64,58,62,54,50,41,24,24,59,53,48,44,52,46,57,54,54,45,41,38,44,39,57,46,34,34,37,35,34,31,23,20,27,27,29,28,32,31,20,19,20,20,23,22,20,18,14,14,27,26,34,32,28,27,50,49,49,48,55,54,37,37,53,51,44,41,49,49,34,32,27,27,37,35,57,50,83,78,62,60,47,46,40,39,85,75,125,119,108,103,49,45,52,47,70,67,39,38,52,49,56,54,37,36,37,36,47,46,63,58,44,39,43,41,49,46,45,45,46,42,1,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,
bodenrichtwerte-01012017-wms-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,
gel%C3%A4ndeh%C3%B6hen-2009-umweltatlas-atom-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,5,4,6,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,
digitale-topographische-karte-1-50-000-dtk50-wms-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,
berlin-um-1650-atom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,2,,,,,,,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,
brennstoffeinsatz-f%C3%BCr-genehmigungsbed%C3%BCrftige-anlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,
standardlastprofil-bandlastkunden-2014-berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,
landesentwicklungsplan-flughafenstandortentwicklung-lep-fs-vom-30-mai-2006-atom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,
co2-emissionen-durch-anlagen-nach-tehg-umweltatlas-wms-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,
digitale-color-infrarot-orthophotos-2015-dop20cir-atom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,3,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,
lebensweltlich-orientierte-r%C3%A4ume-lor-planungsr%C3%A4ume-wms-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,
verwaltungseinheiten-im-inspire-datenmodell-atom-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,
digitale-topographische-karte-1-50-000-dtk50-atom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,5,5,,,,,3,2,2,2,2,2,3,3,1,1,,,2,2,5,4,3,3,3,3,,,,,8,8,4,4,1,1,4,4,,,,,1,1,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,
berliner-advents-und-weihnachtsm%C3%A4rkte-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,2,4,2,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,
entwicklungsbereiche-und-stand-ihrer-entlassung-aus-dem-entwicklungsrecht-wms-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,
100-mbit-breitbandversorgung-%C3%BCber-alle-technologien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,52,42,33,27,19,15,41,32,31,27,24,16,8,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,
nicht-erwerbsf-empf-v-transferleistungen-u-15-j-ver%C3%A4-2013-2014-lor-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,
postleitzahlen-wms-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
los82014-berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,
